Date,Campaign,Channel,Impressions,Clicks,Spend,Conversions,Revenue,ROI
2023-09-07,Back to School,Display,119067,6223,16448.81,726,68473.85,3.163
2023-09-28,Spring Launch,Social Media,117217,6452,3677.61,612,107694.34,28.284
2023-11-15,Back to School,Search Ads,79229,2700,1585.93,156,15877.03,9.011
2023-05-09,Black Friday,Display,93790,4751,2551.66,251,35448.96,12.893
2023-10-24,Back to School,Influencer,32487,2117,7985.2,51,2712.11,-0.66
2023-01-18,Summer Promo,Search Ads,123807,8866,25105.62,615,73320.68,1.92
2023-02-12,Black Friday,Influencer,132142,8059,20086.78,764,107980.65,4.376
2023-03-17,Black Friday,Search Ads,22072,1147,2471.12,114,9223.3,2.732
2023-10-14,Summer Promo,Email,63059,3646,4804.06,281,24451.93,4.09
2023-07-30,Back to School,Email,32883,1686,988.53,158,20053.53,19.286
2023-11-16,Holiday Extravaganza,Search Ads,61193,1135,3666.09,66,9944.49,1.713
2023-03-01,Back to School,Email,95103,6354,6544.12,148,21666.62,2.311
2023-09-06,Summer Promo,Influencer,115014,6314,16897.37,485,84598.78,4.007
2023-11-05,Black Friday,Email,127306,9359,10968.68,795,86926.34,6.925
2023-06-16,Back to School,Search Ads,93386,3927,6542.17,211,16725.1,1.557
2023-02-20,Summer Promo,Display,100496,5528,11922.34,337,56583.76,3.746
2023-12-25,Black Friday,Social Media,112578,4572,8427.46,160,6027.56,-0.285
2023-02-08,Summer Promo,Social Media,97296,6163,12223.87,589,87569.81,6.164
2023-08-02,Back to School,Search Ads,90172,2760,3604.72,306,43927.07,11.186
2023-06-02,Spring Launch,Search Ads,102433,7681,6212.32,670,94894.6,14.275
2023-11-05,Black Friday,Email,125850,8708,27466.89,842,46715.36,0.701
2023-03-22,Spring Launch,Email,121140,5034,10681.98,332,59144.33,4.537
2023-09-24,Summer Promo,Display,58897,2113,6623.11,165,28796.9,3.348
2023-10-31,Spring Launch,Social Media,130487,3481,9544.8,370,23070.36,1.417
2023-09-03,Black Friday,Display,67232,1126,2752.17,41,3586.35,0.303
2023-05-29,Black Friday,Email,32396,905,1683.96,90,9701.64,4.761
2023-09-06,Spring Launch,Email,82643,6118,19841.57,566,20321.13,0.024
2023-10-22,Holiday Extravaganza,Social Media,79961,1032,514.39,43,2587.74,4.031
2023-06-26,Black Friday,Social Media,114784,3834,3865.62,166,6551.64,0.695
2023-01-16,Spring Launch,Display,113861,8146,11825.71,952,41246.51,2.488
2023-03-04,Holiday Extravaganza,Email,35069,2090,936.85,238,31159.84,32.26
2023-03-27,Black Friday,Search Ads,132015,7759,19815.34,549,48773.58,1.461
2023-06-03,Holiday Extravaganza,Social Media,97698,2338,8478.34,81,11540.38,0.361
2023-02-19,Back to School,Social Media,95031,1146,585.28,24,1487.55,1.542
2023-08-26,Back to School,Search Ads,45252,556,998.55,12,1418.29,0.42
2023-12-02,Black Friday,Influencer,117552,5305,13667.52,344,26010.25,0.903
2023-04-06,Black Friday,Social Media,82328,5145,6980.19,610,48988.82,6.018
2023-12-06,Black Friday,Email,96698,5116,3253.0,404,26147.55,7.038
2023-10-17,Black Friday,Display,79609,4614,7179.27,314,46031.69,5.412
2023-04-26,Black Friday,Social Media,41687,1970,3588.76,108,8838.47,1.463
2023-05-10,Holiday Extravaganza,Social Media,9671,237,172.93,5,507.43,1.934
2023-09-26,Spring Launch,Social Media,145700,10536,23555.79,557,66706.88,1.832
2023-03-10,Back to School,Search Ads,140603,6929,15946.96,389,62326.89,2.908
2023-03-22,Black Friday,Social Media,72287,4098,10375.76,153,23105.58,1.227
2023-02-04,Spring Launch,Social Media,39382,2451,4128.57,181,30559.22,6.402
2023-06-12,Back to School,Influencer,141025,8294,10669.71,314,26532.15,1.487
2023-05-26,Back to School,Search Ads,145034,6072,9806.41,273,24680.43,1.517
2023-05-25,Black Friday,Influencer,148890,3041,7443.25,341,27318.78,2.67
2023-03-13,Summer Promo,Search Ads,13448,241,170.79,8,805.4,3.716
2023-07-19,Black Friday,Influencer,64746,1406,929.9,49,3855.98,3.147
2023-11-23,Summer Promo,Social Media,115359,8222,29407.43,203,29875.25,0.016
2023-02-18,Holiday Extravaganza,Email,28365,731,2293.14,55,1943.1,-0.153
2023-03-27,Spring Launch,Social Media,108022,2721,9724.97,200,26508.7,1.726
2023-03-21,Spring Launch,Search Ads,123570,3644,12045.29,96,16071.41,0.334
2023-02-27,Spring Launch,Email,102075,5860,8002.5,133,22273.76,1.783
2023-06-13,Spring Launch,Search Ads,23947,1178,821.34,113,12145.69,13.788
2023-06-17,Back to School,Display,127118,1529,1910.34,147,24267.93,11.703
2023-06-12,Spring Launch,Influencer,1141,34,33.91,2,229.24,5.76
2023-02-21,Summer Promo,Social Media,12542,665,1153.9,59,4743.69,3.111
2023-09-21,Black Friday,Influencer,27745,1219,2885.3,31,3086.36,0.07
2023-03-01,Spring Launch,Email,18000,823,3077.57,72,6148.84,0.998
2023-01-17,Black Friday,Influencer,71419,2467,5021.86,230,9297.52,0.851
2023-12-26,Holiday Extravaganza,Search Ads,10060,530,1657.24,17,2840.57,0.714
2023-02-11,Spring Launch,Display,59263,1002,1095.67,71,8530.93,6.786
2023-05-11,Summer Promo,Social Media,130787,8916,16154.36,249,28054.45,0.737
2023-04-05,Back to School,Social Media,46620,3466,7547.13,219,16637.62,1.204
2023-02-03,Spring Launch,Display,135468,2039,3704.24,69,11656.65,2.147
2023-08-20,Summer Promo,Influencer,110940,5006,8126.86,461,29346.26,2.611
2023-10-19,Back to School,Influencer,36842,1027,1451.33,63,7264.11,4.005
2023-07-02,Black Friday,Display,64595,834,1328.95,83,4718.08,2.55
2023-08-15,Back to School,Display,47498,2580,5353.23,133,9200.05,0.719
2023-04-01,Black Friday,Influencer,125282,8105,29505.57,312,23644.37,-0.199
2023-01-12,Spring Launch,Social Media,66687,4045,12956.12,233,35174.54,1.715
2023-03-20,Black Friday,Search Ads,19987,1086,2131.08,73,5057.76,1.373
2023-05-22,Holiday Extravaganza,Display,116962,3594,7778.44,189,25067.73,2.223
2023-03-20,Back to School,Display,50941,3260,7435.71,309,28886.28,2.885
2023-11-16,Holiday Extravaganza,Search Ads,77048,4323,6250.38,387,36544.48,4.847
2023-03-03,Spring Launch,Display,106162,2459,9145.27,215,27528.44,2.01
2023-07-24,Holiday Extravaganza,Search Ads,25990,717,577.97,18,893.71,0.546
2023-12-18,Back to School,Display,48363,1360,2820.9,100,14779.58,4.239
2023-06-26,Black Friday,Display,39358,1590,984.98,63,6234.9,5.33
2023-06-19,Black Friday,Influencer,64238,3006,2037.01,277,17806.36,7.741
2023-09-01,Summer Promo,Influencer,132261,6036,9717.27,680,91694.6,8.436
2023-09-14,Summer Promo,Influencer,6878,140,507.87,13,1171.28,1.306
2023-07-08,Black Friday,Influencer,29816,1311,2542.61,120,12965.98,4.099
2023-06-23,Black Friday,Display,84824,6077,16755.01,443,53202.48,2.175
2023-08-06,Holiday Extravaganza,Display,82603,2910,7928.91,117,5531.92,-0.302
2023-04-10,Summer Promo,Display,9757,408,1146.27,47,2007.43,0.751
2023-04-16,Black Friday,Display,42210,1539,887.11,123,10998.48,11.398
2023-01-10,Black Friday,Influencer,124984,3719,3616.78,272,34185.5,8.452
2023-09-15,Holiday Extravaganza,Influencer,70793,2737,5136.71,325,24420.93,3.754
2023-04-14,Holiday Extravaganza,Display,57154,1383,2676.21,62,4371.67,0.634
2023-10-12,Summer Promo,Email,106895,7262,9613.53,416,35223.38,2.664
2023-11-19,Summer Promo,Social Media,109873,8176,11799.09,448,36960.1,2.132
2023-09-11,Black Friday,Email,57731,1478,5066.63,143,9096.03,0.795
2023-04-16,Black Friday,Email,57706,1821,5610.35,203,35176.34,5.27
2023-04-25,Black Friday,Email,77762,4196,6843.72,116,17524.51,1.561
2023-08-30,Black Friday,Email,2593,57,58.62,5,886.48,14.122
2023-01-18,Back to School,Search Ads,103179,4040,10245.22,248,30920.56,2.018
2023-08-15,Black Friday,Display,12657,594,1260.41,21,2855.25,1.265
2023-03-19,Holiday Extravaganza,Display,74652,1180,4059.69,54,2261.06,-0.443
2023-01-19,Holiday Extravaganza,Influencer,101723,7312,21253.71,707,86062.27,3.049
2023-02-23,Spring Launch,Social Media,98376,4390,7821.0,172,10026.32,0.282
2023-11-27,Summer Promo,Email,67762,2773,4287.72,159,26952.06,5.286
2023-01-22,Back to School,Display,147685,2811,2430.37,251,30141.77,11.402
2023-07-09,Back to School,Email,12980,546,568.68,30,5332.88,8.378
2023-10-20,Holiday Extravaganza,Email,33108,741,1348.09,41,2417.3,0.793
2023-11-26,Summer Promo,Email,11216,402,529.44,40,2524.12,3.768
2023-02-01,Black Friday,Influencer,49887,3505,5168.2,347,62404.15,11.075
2023-06-08,Holiday Extravaganza,Email,69331,3299,1887.26,237,18204.91,8.646
2023-06-18,Spring Launch,Social Media,64741,1927,3062.66,49,2763.54,-0.098
2023-10-17,Back to School,Social Media,17215,1222,1854.53,100,17414.18,8.39
2023-04-21,Back to School,Email,129841,6262,7618.1,214,23394.88,2.071
2023-04-16,Summer Promo,Social Media,102818,6876,21215.1,783,82872.67,2.906
2023-03-07,Back to School,Search Ads,43540,714,2479.0,15,2313.88,-0.067
2023-08-31,Holiday Extravaganza,Display,58677,1226,2697.54,69,7162.23,1.655
2023-04-26,Black Friday,Influencer,113361,7405,20701.41,641,61522.56,1.972
2023-01-12,Black Friday,Search Ads,29755,842,999.61,98,15056.23,14.062
2023-12-11,Back to School,Social Media,27407,1535,2089.57,92,6252.78,1.992
2023-07-24,Holiday Extravaganza,Influencer,19794,1294,731.34,40,3018.44,3.127
2023-09-03,Spring Launch,Display,99723,1825,1721.42,143,5327.52,2.095
2023-04-21,Summer Promo,Influencer,80988,3169,1636.68,369,58606.7,34.808
2023-11-26,Spring Launch,Email,104553,7098,12112.67,799,48182.04,2.978
2023-10-03,Holiday Extravaganza,Influencer,3406,255,140.29,6,465.62,2.319
2023-12-04,Black Friday,Search Ads,43493,2782,8253.03,220,26590.73,2.222
2023-04-13,Summer Promo,Email,73596,1084,624.98,52,5813.49,8.302
2023-08-26,Black Friday,Email,59277,2977,8805.05,333,55855.13,5.344
2023-12-15,Black Friday,Display,62687,4199,14952.62,152,19687.01,0.317
2023-06-30,Back to School,Influencer,70538,1063,1997.02,112,16919.12,7.472
2023-10-24,Summer Promo,Social Media,7866,397,750.27,33,3965.13,4.285
2023-05-30,Black Friday,Display,111897,7103,20300.17,386,20540.11,0.012
2023-03-11,Summer Promo,Influencer,27547,1242,2688.93,31,5255.24,0.954
2023-11-06,Spring Launch,Display,15463,1090,2828.79,26,1054.02,-0.627
2023-08-15,Holiday Extravaganza,Search Ads,96198,6393,11017.54,451,46675.7,3.236
2023-11-07,Black Friday,Influencer,73851,1247,2732.78,107,16880.43,5.177
2023-02-22,Holiday Extravaganza,Influencer,100991,4769,9743.53,197,9193.95,-0.056
2023-02-02,Black Friday,Search Ads,108269,8059,17845.15,924,128038.2,6.175
2023-07-13,Black Friday,Influencer,116871,4139,7534.03,483,47425.98,5.295
2023-10-20,Holiday Extravaganza,Influencer,14190,214,183.05,10,1729.6,8.449
2023-10-27,Holiday Extravaganza,Social Media,46238,1831,4077.52,129,9636.39,1.363
2023-01-17,Black Friday,Search Ads,148014,3772,9731.06,83,12684.26,0.303
2023-08-23,Spring Launch,Search Ads,146465,5647,1983.96,255,36655.83,17.476
2023-04-26,Black Friday,Search Ads,35621,1907,5206.08,190,13661.0,1.624
2023-08-03,Black Friday,Search Ads,134153,7176,14494.88,664,96681.79,5.67
2023-05-25,Holiday Extravaganza,Social Media,49832,1248,1537.09,117,10829.05,6.045
2023-07-23,Back to School,Influencer,109993,1418,799.08,38,5654.96,6.077
2023-06-14,Holiday Extravaganza,Social Media,121381,8800,9971.54,324,32622.62,2.272
2023-07-07,Summer Promo,Social Media,83652,1415,2359.79,91,8856.81,2.753
2023-10-02,Spring Launch,Display,11214,448,536.88,14,690.07,0.285
2023-12-08,Spring Launch,Display,115599,7817,3254.17,475,29613.41,8.1
2023-07-18,Summer Promo,Display,17093,309,805.36,29,1197.31,0.487
2023-10-27,Black Friday,Social Media,9694,234,875.97,25,2294.26,1.619
2023-12-08,Summer Promo,Display,21278,681,2321.67,40,3612.87,0.556
2023-09-22,Summer Promo,Email,83343,2719,8032.24,143,21563.56,1.685
2023-06-29,Summer Promo,Influencer,94975,4319,6510.37,148,23252.67,2.572
2023-11-02,Summer Promo,Social Media,145509,6665,10924.86,222,26883.52,1.461
2023-07-19,Spring Launch,Display,78525,3072,10558.55,276,16028.95,0.518
2023-05-16,Spring Launch,Social Media,149075,9327,20235.91,389,17859.28,-0.117
2023-03-14,Holiday Extravaganza,Social Media,32384,2425,5911.53,275,27491.88,3.651
2023-06-30,Black Friday,Search Ads,79057,1499,3150.84,159,13884.97,3.407
2023-12-23,Summer Promo,Influencer,103509,1640,5300.9,74,9783.78,0.846
2023-06-22,Back to School,Influencer,16278,455,860.48,28,1113.66,0.294
2023-12-27,Summer Promo,Email,67168,3997,5550.38,301,31553.38,4.685
2023-06-08,Back to School,Influencer,80725,2111,4382.66,119,6357.56,0.451
2023-03-19,Black Friday,Influencer,64077,774,1698.27,36,2995.34,0.764
2023-01-02,Spring Launch,Social Media,73418,4281,15979.59,187,22153.21,0.386
2023-05-10,Black Friday,Influencer,147663,10901,38528.51,635,101771.02,1.641
2023-01-25,Black Friday,Social Media,28213,633,771.97,66,10382.23,12.449
2023-02-04,Summer Promo,Display,10205,348,1278.92,13,1026.85,-0.197
2023-08-19,Back to School,Social Media,128483,2891,3130.23,253,45315.13,13.477
2023-08-04,Black Friday,Search Ads,81510,2980,6640.13,334,31651.84,3.767
2023-09-12,Spring Launch,Search Ads,106073,5430,7738.12,235,34071.32,3.403
2023-05-18,Back to School,Display,31908,1346,4368.84,98,12382.16,1.834
2023-02-09,Holiday Extravaganza,Email,64093,2322,8250.31,214,34106.91,3.134
2023-08-31,Black Friday,Influencer,18142,565,1896.08,24,3417.73,0.803
2023-01-28,Black Friday,Email,73686,1007,3547.49,98,15102.13,3.257
2023-01-07,Spring Launch,Email,121187,3675,11458.88,180,13291.07,0.16
2023-05-02,Spring Launch,Influencer,86286,1510,2529.21,34,1999.63,-0.209
2023-04-11,Black Friday,Email,125183,2994,10674.4,114,16617.27,0.557
2023-12-19,Holiday Extravaganza,Influencer,122193,2385,5027.41,108,8184.63,0.628
2023-02-17,Summer Promo,Influencer,4281,127,276.92,3,295.26,0.066
2023-06-25,Holiday Extravaganza,Display,15264,452,1315.47,30,2827.61,1.15
2023-05-06,Holiday Extravaganza,Influencer,112147,7068,17480.4,217,25572.36,0.463
2023-03-15,Back to School,Social Media,53914,1735,3204.54,71,10390.6,2.242
2023-05-19,Back to School,Social Media,93187,6247,12990.48,321,14369.87,0.106
2023-02-26,Spring Launch,Social Media,68728,2900,4024.39,323,40143.78,8.975
2023-07-10,Black Friday,Social Media,19530,633,1253.84,74,2614.27,1.085
2023-11-16,Summer Promo,Social Media,6999,512,1470.52,25,4181.43,1.844
2023-06-17,Back to School,Email,24631,977,3543.44,108,4326.43,0.221
2023-08-05,Black Friday,Influencer,19793,1449,649.03,39,4498.99,5.932
2023-09-29,Summer Promo,Display,101922,2813,5922.65,165,26672.88,3.504
2023-11-13,Summer Promo,Search Ads,70108,1051,1137.85,68,9969.38,7.762
2023-10-02,Holiday Extravaganza,Display,19680,286,450.81,15,950.88,1.109
2023-09-19,Summer Promo,Social Media,7904,576,1890.87,51,7895.15,3.175
2023-02-14,Holiday Extravaganza,Search Ads,30663,670,1225.34,57,7034.94,4.741
2023-01-22,Back to School,Influencer,133065,5873,3054.49,426,24339.05,6.968
2023-04-06,Summer Promo,Social Media,71224,4639,17180.1,155,6358.75,-0.63
2023-08-08,Back to School,Social Media,6029,105,344.16,7,788.17,1.29
2023-11-23,Summer Promo,Search Ads,141124,8537,22970.27,423,40484.72,0.762
2023-05-11,Spring Launch,Search Ads,3482,225,563.93,8,689.95,0.223
2023-04-30,Summer Promo,Influencer,87050,2098,6782.68,62,3780.57,-0.443
2023-11-04,Holiday Extravaganza,Email,4176,272,901.99,21,2860.1,2.171
2023-06-10,Holiday Extravaganza,Email,29770,634,435.05,74,5222.83,11.005
2023-09-02,Back to School,Search Ads,3939,212,505.27,5,216.85,-0.571
2023-04-12,Spring Launch,Influencer,45099,2904,8716.64,232,23400.35,1.685
2023-03-03,Holiday Extravaganza,Influencer,50332,2273,6702.93,101,9147.35,0.365
2023-10-11,Back to School,Search Ads,74442,1618,956.41,37,1581.9,0.654
2023-05-13,Back to School,Email,134506,9319,27773.85,897,141643.06,4.1
2023-11-05,Holiday Extravaganza,Email,68106,4211,6549.56,190,26894.37,3.106
2023-09-19,Back to School,Display,73321,1035,1925.85,91,13843.3,6.188
2023-06-02,Holiday Extravaganza,Social Media,60003,1599,3131.39,173,8593.95,1.744
2023-02-02,Black Friday,Social Media,26644,1675,1482.01,172,9066.55,5.118
2023-08-27,Black Friday,Search Ads,57694,2741,5341.8,265,22484.92,3.209
2023-09-08,Holiday Extravaganza,Social Media,99452,4975,17649.8,377,17483.85,-0.009
2023-01-29,Back to School,Influencer,89790,4304,3333.82,211,33619.35,9.084
2023-05-25,Spring Launch,Social Media,101897,3608,4961.51,210,33233.1,5.698
2023-08-29,Holiday Extravaganza,Influencer,1822,22,15.46,2,75.23,3.866
2023-05-05,Summer Promo,Display,66833,2320,5973.0,52,3628.5,-0.393
2023-06-22,Back to School,Social Media,145548,7466,6207.4,491,56691.19,8.133
2023-12-08,Black Friday,Influencer,113964,7739,9660.65,727,61767.57,5.394
2023-05-27,Spring Launch,Display,50848,2857,1406.87,134,17602.55,11.512
2023-02-27,Summer Promo,Influencer,89530,5308,10479.17,633,54136.94,4.166
2023-05-15,Back to School,Search Ads,37463,2152,5804.12,82,12245.68,1.11
2023-03-02,Holiday Extravaganza,Influencer,137199,3895,13873.73,351,27288.0,0.967
2023-10-26,Black Friday,Influencer,14659,371,489.29,38,3131.51,5.4
2023-11-28,Black Friday,Social Media,28296,1730,4903.46,181,23344.78,3.761
2023-11-21,Holiday Extravaganza,Social Media,66362,2906,1065.96,127,21362.33,19.04
2023-06-27,Summer Promo,Social Media,71473,3631,11296.2,81,13638.32,0.207
2023-11-04,Holiday Extravaganza,Display,116020,3773,7057.92,448,60874.91,7.625
2023-11-30,Spring Launch,Influencer,17557,693,1141.18,22,3271.09,1.866
2023-12-05,Black Friday,Search Ads,78761,5480,9467.41,414,62502.14,5.602
2023-10-05,Back to School,Search Ads,10216,612,1671.81,28,2923.63,0.749
2023-04-23,Spring Launch,Email,14398,739,792.88,40,6991.71,7.818
2023-05-02,Spring Launch,Search Ads,11230,178,74.15,16,1315.69,16.744
2023-08-25,Holiday Extravaganza,Search Ads,42180,898,1398.55,30,2589.66,0.852
2023-10-28,Black Friday,Search Ads,1586,106,232.49,4,631.3,1.715
2023-10-09,Summer Promo,Influencer,19057,1399,2924.99,76,8499.34,1.906
2023-03-31,Black Friday,Search Ads,120574,1609,4858.04,120,18944.97,2.9
2023-11-12,Black Friday,Social Media,18118,724,1793.95,51,5054.57,1.818
2023-10-06,Back to School,Display,55729,2762,6335.41,134,14631.11,1.309
2023-12-17,Black Friday,Social Media,79469,2257,7850.35,62,10377.97,0.322
2023-10-27,Summer Promo,Email,21295,816,3045.88,63,7076.95,1.323
2023-12-20,Summer Promo,Email,27382,371,663.54,42,6721.79,9.13
2023-11-27,Summer Promo,Display,76873,4148,14507.8,443,51626.41,2.559
2023-01-07,Spring Launch,Display,105836,7016,19082.21,266,13330.94,-0.301
2023-01-09,Summer Promo,Social Media,131236,6042,15262.97,259,27402.38,0.795
2023-02-21,Black Friday,Influencer,27678,913,1754.04,50,6028.69,2.437
2023-08-02,Back to School,Influencer,96639,6126,14062.71,216,33244.97,1.364
2023-09-12,Spring Launch,Social Media,79352,2012,766.9,110,13462.03,16.554
2023-12-16,Black Friday,Social Media,123881,2695,7576.1,203,34272.84,3.524
2023-07-31,Summer Promo,Email,5614,82,134.59,2,181.05,0.345
2023-09-16,Summer Promo,Display,37687,856,2821.24,23,3775.76,0.338
2023-06-16,Holiday Extravaganza,Display,86620,6140,8478.9,610,38518.63,3.543
2023-09-08,Back to School,Social Media,134954,2690,9354.63,209,18143.72,0.94
2023-08-31,Spring Launch,Social Media,89086,6585,23725.1,372,15129.17,-0.362
2023-02-10,Spring Launch,Display,107878,1995,5105.67,172,13872.94,1.717
2023-05-10,Holiday Extravaganza,Search Ads,46498,1172,3727.03,45,5841.95,0.567
2023-07-19,Spring Launch,Social Media,138659,5849,3856.2,384,50562.64,12.112
2023-09-19,Spring Launch,Display,117290,5168,15167.72,118,6701.24,-0.558
2023-02-25,Black Friday,Email,76576,5196,10360.49,124,12122.63,0.17
2023-01-18,Back to School,Display,37888,1356,2188.24,68,2608.41,0.192
2023-11-26,Back to School,Social Media,24991,1081,1692.73,92,4410.17,1.605
2023-01-12,Spring Launch,Influencer,100539,3150,11123.55,326,19431.86,0.747
2023-07-04,Holiday Extravaganza,Influencer,110654,7520,20586.14,357,54274.17,1.636
2023-01-13,Black Friday,Display,7899,554,1033.11,11,531.56,-0.485
2023-11-16,Spring Launch,Search Ads,13447,505,1060.91,39,4350.1,3.1
2023-10-15,Back to School,Search Ads,78122,3085,1666.46,163,26829.73,15.1
2023-01-19,Back to School,Email,22489,545,829.31,44,3972.75,3.79
2023-10-31,Back to School,Influencer,139104,5282,2499.71,356,29824.71,10.931
2023-11-24,Spring Launch,Influencer,89574,5976,15084.85,137,23043.85,0.528
2023-06-18,Back to School,Email,57704,1670,5080.13,63,10089.39,0.986
2023-11-16,Holiday Extravaganza,Influencer,47505,2350,4249.33,164,27925.37,5.572
2023-03-13,Black Friday,Display,38513,1671,1146.68,44,3645.14,2.179
2023-03-23,Summer Promo,Influencer,12454,554,1062.74,27,4436.4,3.174
2023-03-09,Summer Promo,Display,107127,6308,20364.81,535,90195.66,3.429
2023-05-06,Back to School,Social Media,61857,3015,3457.0,259,39955.44,10.558
2023-10-15,Holiday Extravaganza,Display,44159,3055,9996.41,350,26107.83,1.612
2023-03-15,Black Friday,Social Media,59724,2758,3883.0,177,19932.86,4.133
2023-03-11,Holiday Extravaganza,Social Media,40947,2974,6617.01,82,14687.4,1.22
2023-07-14,Holiday Extravaganza,Influencer,89499,5247,7996.45,144,7902.18,-0.012
2023-04-25,Spring Launch,Influencer,141903,9999,16929.69,1185,157067.55,8.278
2023-02-14,Holiday Extravaganza,Email,127033,2879,8825.33,81,13825.37,0.567
2023-08-11,Black Friday,Social Media,121037,5142,14694.74,207,28366.58,0.93
2023-11-03,Back to School,Display,36511,1908,2860.88,186,26081.1,8.116
2023-04-10,Back to School,Display,104424,5690,7131.33,530,51097.71,6.165
2023-01-06,Summer Promo,Influencer,8190,463,1691.24,48,2671.63,0.58
2023-07-06,Back to School,Social Media,30011,1969,1674.59,138,16442.89,8.819
2023-10-20,Black Friday,Social Media,122436,3253,10874.85,100,14434.76,0.327
2023-03-09,Back to School,Social Media,137635,5222,2396.91,137,13242.63,4.525
2023-01-05,Black Friday,Search Ads,93832,3603,13224.61,118,13150.41,-0.006
2023-05-19,Holiday Extravaganza,Influencer,106268,3211,11570.9,109,19158.67,0.656
2023-03-07,Summer Promo,Email,134832,2027,6587.48,215,31612.39,3.799
2023-05-10,Back to School,Display,145239,10866,23985.11,897,47174.23,0.967
2023-07-02,Back to School,Display,103581,7323,6385.49,338,23233.62,2.639
2023-09-21,Spring Launch,Influencer,138009,9290,32408.98,1000,145860.91,3.501
2023-02-20,Summer Promo,Email,143991,1739,2267.29,155,26194.23,10.553
2023-11-04,Black Friday,Search Ads,52641,2717,2950.83,118,5004.44,0.696
2023-12-27,Holiday Extravaganza,Social Media,94257,4046,9601.7,275,11030.78,0.149
2023-03-06,Holiday Extravaganza,Email,45128,2518,2393.73,167,18333.5,6.659
2023-11-22,Summer Promo,Search Ads,49671,2282,1539.48,46,2940.61,0.91
2023-04-16,Black Friday,Search Ads,9000,157,245.44,13,1702.98,5.938
2023-07-28,Black Friday,Influencer,2700,183,465.92,11,1634.0,2.507
2023-10-13,Summer Promo,Email,54098,1669,3406.03,120,19103.1,4.609
2023-05-10,Spring Launch,Email,7097,275,588.54,29,2190.76,2.722
2023-09-29,Black Friday,Display,108121,4416,5532.12,88,4546.67,-0.178
2023-02-25,Spring Launch,Search Ads,115605,7904,28600.08,870,81690.15,1.856
2023-03-25,Back to School,Email,115945,7893,26684.63,725,80262.05,2.008
2023-08-28,Summer Promo,Display,69991,1504,5592.1,87,5733.57,0.025
2023-07-16,Summer Promo,Influencer,50550,2615,8634.2,239,40757.58,3.72
2023-12-18,Holiday Extravaganza,Social Media,70211,3332,10838.7,181,10550.26,-0.027
2023-07-18,Black Friday,Search Ads,57842,4264,10586.5,367,27256.93,1.575
2023-11-27,Black Friday,Search Ads,41788,2234,5457.15,189,24042.55,3.406
2023-11-02,Holiday Extravaganza,Influencer,96393,4338,13399.14,480,20001.28,0.493
2023-04-30,Summer Promo,Display,93329,1252,2341.58,31,3349.76,0.431
2023-10-24,Holiday Extravaganza,Display,6095,145,217.33,3,537.68,1.474
2023-04-16,Summer Promo,Influencer,131148,1897,3915.33,77,6120.69,0.563
2023-02-24,Summer Promo,Influencer,146382,6846,18603.37,317,20300.31,0.091
2023-09-07,Summer Promo,Influencer,74638,3430,11171.86,194,31604.54,1.829
2023-05-19,Back to School,Search Ads,53460,3830,13947.02,186,8872.8,-0.364
2023-09-08,Back to School,Search Ads,70626,1164,1169.92,31,4370.33,2.736
2023-06-23,Black Friday,Email,6446,229,211.07,7,484.59,1.296
2023-04-02,Black Friday,Display,102328,5533,12628.89,151,7872.15,-0.377
2023-08-07,Summer Promo,Email,83540,2633,7435.78,79,9751.33,0.311
2023-03-18,Back to School,Display,40310,1900,1492.88,68,3756.67,1.516
2023-04-07,Summer Promo,Search Ads,109771,6939,8805.22,344,12922.34,0.468
2023-01-14,Summer Promo,Display,125279,1797,5357.48,90,11421.26,1.132
2023-12-21,Black Friday,Email,10298,480,434.73,45,6177.66,13.21
2023-02-19,Black Friday,Search Ads,20166,1476,1632.44,88,9355.49,4.731
2023-04-14,Spring Launch,Social Media,146237,3979,8525.96,237,17175.36,1.014
2023-03-03,Back to School,Display,66227,2704,7150.17,129,8457.54,0.183
2023-04-15,Black Friday,Social Media,47063,1588,1187.51,95,7335.58,5.177
2023-01-09,Spring Launch,Social Media,147234,4764,4442.82,530,39343.9,7.856
2023-12-21,Black Friday,Display,145702,6756,23943.88,544,60218.91,1.515
2023-10-15,Spring Launch,Influencer,2618,97,196.01,9,580.69,1.963
2023-05-10,Back to School,Influencer,46141,3333,7048.99,386,21755.1,2.086
2023-01-03,Black Friday,Influencer,6734,271,544.03,30,2440.09,3.485
2023-02-11,Spring Launch,Influencer,26683,352,342.93,9,820.74,1.393
2023-02-07,Holiday Extravaganza,Influencer,93125,2664,7774.12,140,7431.12,-0.044
2023-03-17,Summer Promo,Email,24712,1150,3013.25,106,16961.75,4.629
2023-09-24,Back to School,Social Media,69628,2848,8977.13,196,34777.54,2.874
2023-11-17,Black Friday,Display,9390,623,233.62,24,1824.86,6.811
2023-12-24,Back to School,Display,148070,4468,8447.71,424,41722.42,3.939
2023-04-08,Holiday Extravaganza,Display,34165,1274,3843.75,127,10450.66,1.719
2023-10-11,Holiday Extravaganza,Influencer,60429,4094,2746.94,185,13581.53,3.944
2023-01-24,Spring Launch,Social Media,134661,8638,10115.13,901,77045.58,6.617
2023-03-26,Holiday Extravaganza,Search Ads,73920,4996,18545.33,464,52701.05,1.842
2023-04-29,Summer Promo,Search Ads,119129,7465,2802.98,523,34705.41,11.382
