Order ID,Order Date,Customer,Segment,Category,Sub-Category,Product,Region,State,Sales,Quantity,Discount,Profit
CA-2022-618513,2022-08-18,Cust-0712,Home Office,Furniture,Tables,Tables Pro Series 28,West,Washington,188.62,1,0.5,-6.72
CA-2023-978634,2023-03-26,Cust-0425,Corporate,Technology,Machines,Machines Pro Series 90,West,Arizona,13418.18,10,0.5,-849.4
CA-2024-935502,2023-01-08,Cust-0270,Consumer,Technology,Copiers,Copiers Pro Series 19,Central,Texas,1610.28,3,0.2,266.68
CA-2024-707081,2022-05-12,Cust-0099,Home Office,Technology,Accessories,Accessories Pro Series 54,South,Georgia,11213.37,9,0.0,2436.48
CA-2022-582595,2023-09-26,Cust-0449,Consumer,Office Supplies,Binders,Binders Pro Series 12,South,Florida,2496.19,9,0.1,733.78
CA-2023-840618,2022-06-01,Cust-0066,Corporate,Furniture,Chairs,Chairs Pro Series 86,East,Massachusetts,2136.28,8,0.2,49.86
CA-2023-325657,2023-11-09,Cust-0463,Consumer,Technology,Machines,Machines Pro Series 28,Central,Michigan,13246.68,9,0.1,3784.36
CA-2024-155544,2023-12-31,Cust-0773,Consumer,Furniture,Furnishings,Furnishings Pro Series 30,East,New York,642.19,4,0.1,166.78
CA-2022-976336,2022-07-05,Cust-0031,Corporate,Technology,Phones,Phones Pro Series 61,South,Florida,10753.19,10,0.1,2916.57
CA-2023-830244,2023-05-01,Cust-0142,Home Office,Technology,Accessories,Accessories Pro Series 65,West,California,3947.74,5,0.0,988.34
CA-2022-468260,2023-10-25,Cust-0649,Consumer,Furniture,Chairs,Chairs Pro Series 87,South,Florida,589.48,1,0.0,143.41
CA-2022-101812,2023-06-26,Cust-0013,Consumer,Technology,Copiers,Copiers Pro Series 18,South,Georgia,1042.93,3,0.1,120.4
CA-2022-462018,2022-04-10,Cust-0700,Home Office,Office Supplies,Binders,Binders Pro Series 74,Central,Texas,1474.2,3,0.0,450.4
CA-2024-932199,2022-05-04,Cust-0320,Home Office,Furniture,Tables,Tables Pro Series 22,East,Massachusetts,1023.99,8,0.0,310.57
CA-2023-576752,2023-11-06,Cust-0562,Home Office,Furniture,Chairs,Chairs Pro Series 53,South,Florida,915.72,4,0.0,324.53
CA-2022-932625,2023-02-18,Cust-0043,Consumer,Office Supplies,Paper,Paper Pro Series 94,South,Florida,3290.65,6,0.1,808.02
CA-2024-513332,2024-02-15,Cust-0560,Corporate,Technology,Accessories,Accessories Pro Series 47,Central,Michigan,4578.13,7,0.0,1248.07
CA-2023-209385,2022-11-26,Cust-0575,Consumer,Furniture,Bookcases,Bookcases Pro Series 97,South,Georgia,323.62,1,0.0,125.14
CA-2023-716006,2024-02-05,Cust-0585,Corporate,Furniture,Chairs,Chairs Pro Series 48,Central,Illinois,875.84,7,0.5,-207.48
CA-2024-554876,2024-01-27,Cust-0521,Corporate,Furniture,Chairs,Chairs Pro Series 37,West,Oregon,564.96,2,0.0,116.04
CA-2023-176507,2024-01-02,Cust-0209,Consumer,Office Supplies,Binders,Binders Pro Series 98,East,New York,1111.45,2,0.0,233.51
CA-2023-285658,2023-02-04,Cust-0234,Consumer,Technology,Accessories,Accessories Pro Series 89,South,Florida,6661.81,5,0.0,1949.48
CA-2024-424785,2022-07-29,Cust-0670,Corporate,Furniture,Furnishings,Furnishings Pro Series 62,Central,Wisconsin,1243.76,7,0.3,142.01
CA-2023-365735,2023-09-07,Cust-0011,Corporate,Furniture,Furnishings,Furnishings Pro Series 26,South,Florida,225.03,4,0.0,42.7
CA-2023-169730,2022-07-07,Cust-0550,Consumer,Technology,Copiers,Copiers Pro Series 46,Central,Wisconsin,4513.29,10,0.2,400.45
CA-2022-190705,2023-07-23,Cust-0510,Consumer,Furniture,Chairs,Chairs Pro Series 39,East,New Jersey,502.36,1,0.0,171.12
CA-2022-353495,2023-03-23,Cust-0631,Consumer,Furniture,Chairs,Chairs Pro Series 94,West,Arizona,4172.15,9,0.0,845.31
CA-2023-145883,2023-08-06,Cust-0015,Home Office,Office Supplies,Storage,Storage Pro Series 69,Central,Michigan,2169.66,4,0.0,531.59
CA-2023-630154,2022-03-07,Cust-0231,Consumer,Furniture,Furnishings,Furnishings Pro Series 13,West,Oregon,444.71,8,0.0,125.47
CA-2024-268923,2022-05-27,Cust-0561,Home Office,Furniture,Furnishings,Furnishings Pro Series 76,East,New York,226.94,9,0.2,38.81
CA-2023-488363,2022-02-09,Cust-0147,Home Office,Technology,Phones,Phones Pro Series 59,West,California,2498.92,10,0.0,767.35
CA-2024-672084,2022-03-17,Cust-0021,Corporate,Technology,Machines,Machines Pro Series 67,South,Virginia,4198.77,4,0.1,656.21
CA-2024-577085,2023-05-06,Cust-0157,Consumer,Technology,Accessories,Accessories Pro Series 59,Central,Texas,6661.76,5,0.0,1034.13
CA-2023-250977,2022-02-13,Cust-0471,Consumer,Technology,Copiers,Copiers Pro Series 36,West,Arizona,4746.14,7,0.0,1582.18
CA-2023-507311,2023-04-20,Cust-0373,Consumer,Office Supplies,Binders,Binders Pro Series 41,South,North Carolina,1727.46,4,0.1,530.33
CA-2024-791353,2024-03-13,Cust-0634,Consumer,Technology,Copiers,Copiers Pro Series 37,South,Virginia,1964.84,7,0.0,615.11
CA-2023-973346,2024-03-04,Cust-0639,Consumer,Technology,Accessories,Accessories Pro Series 94,West,Washington,9874.99,7,0.0,3809.77
CA-2022-827679,2022-07-31,Cust-0396,Corporate,Office Supplies,Envelopes,Envelopes Pro Series 29,West,Oregon,2459.91,7,0.2,68.07
CA-2023-591341,2022-09-09,Cust-0757,Consumer,Furniture,Chairs,Chairs Pro Series 96,South,Georgia,950.75,2,0.0,144.67
CA-2022-447611,2024-05-23,Cust-0093,Consumer,Office Supplies,Binders,Binders Pro Series 49,Central,Texas,454.64,2,0.3,25.4
CA-2023-598165,2022-12-13,Cust-0721,Consumer,Office Supplies,Binders,Binders Pro Series 29,,Illinois,773.65,3,0.1,173.74
CA-2022-688947,2023-07-20,Cust-0644,Consumer,Office Supplies,Binders,Binders Pro Series 66,Central,Texas,914.14,2,0.0,224.18
CA-2023-600044,2022-06-24,Cust-0786,Consumer,Furniture,Tables,Tables Pro Series 67,Central,Wisconsin,582.62,1,0.3,30.12
CA-2023-189139,2024-06-26,Cust-0379,Consumer,Furniture,Tables,Tables Pro Series 24,West,Oregon,2310.09,4,0.0,757.37
CA-2022-471942,2023-09-10,Cust-0507,Consumer,Technology,Copiers,Copiers Pro Series 34,South,North Carolina,4301.54,9,0.1,1286.08
CA-2023-434042,2022-06-20,Cust-0054,Corporate,Furniture,Furnishings,Furnishings Pro Series 53,Central,Michigan,174.61,1,0.5,-14.99
CA-2024-184142,2022-12-07,Cust-0565,Consumer,Technology,Accessories,Accessories Pro Series 70,East,New York,4420.67,7,0.1,608.16
CA-2023-451938,2023-01-11,Cust-0525,Home Office,Office Supplies,Binders,Binders Pro Series 54,South,Virginia,1690.72,5,0.0,366.33
CA-2023-804441,2022-03-28,Cust-0683,Home Office,Office Supplies,Paper,Paper Pro Series 41,East,New York,237.22,2,0.0,69.5
CA-2022-916711,2022-03-31,Cust-0078,Consumer,Office Supplies,Envelopes,Envelopes Pro Series 19,East,Massachusetts,1067.73,3,0.5,-8.25
CA-2024-446974,2024-03-15,Cust-0681,Consumer,Office Supplies,Binders,Binders Pro Series 20,East,New York,205.94,3,0.5,-51.29
CA-2024-344397,2022-08-04,Cust-0052,Corporate,Furniture,Tables,Tables Pro Series 70,South,Georgia,1717.28,4,0.0,560.81
CA-2023-402056,2024-01-20,Cust-0693,Corporate,Technology,Phones,Phones Pro Series 20,East,New Jersey,4390.05,3,0.0,1622.32
CA-2024-298543,2023-12-18,Cust-0127,Corporate,Technology,Copiers,Copiers Pro Series 39,East,Pennsylvania,1921.29,3,0.2,123.31
CA-2023-631265,2023-10-18,Cust-0293,Consumer,Office Supplies,Envelopes,Envelopes Pro Series 10,Central,Michigan,898.24,5,0.0,148.57
CA-2023-460944,2024-01-21,Cust-0062,Corporate,Furniture,Furnishings,Furnishings Pro Series 11,South,Florida,402.53,2,0.2,88.0
CA-2024-814164,2023-09-13,Cust-0695,Home Office,Furniture,Furnishings,Furnishings Pro Series 57,Central,Michigan,1525.16,8,0.0,436.93
CA-2024-299528,2022-08-22,Cust-0602,Consumer,Furniture,Furnishings,Furnishings Pro Series 51,Central,Wisconsin,2003.54,7,0.3,46.17
CA-2022-873701,2024-02-08,Cust-0395,Consumer,Office Supplies,Art,Art Pro Series 90,East,Pennsylvania,745.98,3,0.0,259.48
CA-2024-281172,2022-06-04,Cust-0608,Home Office,Technology,Machines,Machines Pro Series 29,West,California,2794.94,5,0.0,693.31
CA-2023-970085,2024-05-24,Cust-0563,Consumer,Furniture,Furnishings,Furnishings Pro Series 65,West,Arizona,3984.32,7,0.0,1562.95
CA-2022-470534,2022-04-19,Cust-0069,Home Office,Technology,Machines,Machines Pro Series 37,South,Georgia,5435.64,7,0.5,-500.75
CA-2023-761084,2022-11-15,Cust-0701,Corporate,Furniture,Bookcases,Bookcases Pro Series 57,,Pennsylvania,693.59,3,0.5,-162.45
CA-2023-487982,2023-03-04,Cust-0253,Consumer,Office Supplies,Storage,Storage Pro Series 91,Central,Texas,3802.25,8,0.1,814.84
CA-2023-832251,2022-07-19,Cust-0131,Home Office,Office Supplies,Binders,Binders Pro Series 72,West,Washington,2898.05,10,0.0,804.9
CA-2022-502803,2024-02-08,Cust-0152,Corporate,Furniture,Bookcases,Bookcases Pro Series 18,East,New Jersey,1943.22,8,0.0,665.53
CA-2024-250033,2023-01-08,Cust-0797,Consumer,Furniture,Bookcases,Bookcases Pro Series 55,West,Washington,2972.94,10,0.0,648.66
CA-2023-608242,2022-11-18,Cust-0620,Home Office,Office Supplies,Envelopes,Envelopes Pro Series 87,West,Washington,375.87,2,0.0,139.52
CA-2024-937653,2023-06-01,Cust-0290,Consumer,Office Supplies,Paper,Paper Pro Series 48,South,Virginia,672.4,5,0.0,105.7
CA-2024-899406,2023-03-08,Cust-0081,Consumer,Furniture,Tables,Tables Pro Series 86,West,Arizona,3669.6,8,0.0,801.4
CA-2023-307388,2023-12-25,Cust-0622,Consumer,Technology,Phones,Phones Pro Series 25,West,Washington,1312.19,1,0.1,212.84
CA-2023-972210,2024-01-08,Cust-0385,Corporate,Technology,Copiers,Copiers Pro Series 88,South,Georgia,14378.25,1,0.0,6470.21
CA-2022-636565,2022-02-27,Cust-0741,Corporate,Technology,Phones,Phones Pro Series 27,West,Arizona,675.6,3,0.0,221.91
CA-2022-891317,2023-01-04,Cust-0366,Consumer,Office Supplies,Art,Art Pro Series 61,South,Georgia,462.22,9,0.0,160.59
CA-2024-262512,2023-07-16,Cust-0092,Home Office,Technology,Copiers,Copiers Pro Series 39,South,North Carolina,641.0,4,0.1,48.75
CA-2024-983837,2023-12-16,Cust-0231,Consumer,Office Supplies,Binders,Binders Pro Series 27,East,Pennsylvania,1816.95,9,0.0,560.68
CA-2023-120191,2023-06-07,Cust-0784,Consumer,Furniture,Chairs,Chairs Pro Series 35,East,New Jersey,360.63,10,0.0,98.4
CA-2023-835916,2022-03-24,Cust-0596,Home Office,Technology,Phones,Phones Pro Series 90,West,Arizona,4796.12,10,0.1,948.29
CA-2022-975374,2022-07-26,Cust-0773,Corporate,Technology,Copiers,Copiers Pro Series 60,Central,Texas,2007.31,2,0.0,524.68
CA-2024-804481,2023-06-09,Cust-0789,Consumer,Technology,Phones,Phones Pro Series 36,West,California,4635.43,4,0.2,299.69
CA-2024-806956,2022-08-08,Cust-0608,Home Office,Technology,Accessories,Accessories Pro Series 82,Central,Wisconsin,1939.32,5,0.0,296.89
CA-2022-450153,2022-07-31,Cust-0512,Home Office,Furniture,Furnishings,Furnishings Pro Series 87,South,Georgia,1661.04,3,0.0,496.96
CA-2024-999006,2022-09-12,Cust-0080,Corporate,Furniture,Chairs,Chairs Pro Series 45,East,New York,192.52,1,0.0,56.22
CA-2022-201955,2022-02-24,Cust-0377,Consumer,Office Supplies,Storage,Storage Pro Series 19,West,Arizona,1296.15,5,0.0,444.08
CA-2022-416722,2022-05-26,Cust-0270,Consumer,Office Supplies,Paper,Paper Pro Series 70,West,California,70.17,3,0.0,14.64
CA-2024-828674,2023-07-25,Cust-0280,Consumer,Office Supplies,Binders,Binders Pro Series 37,South,Florida,495.12,2,0.0,78.87
CA-2023-970791,2023-04-22,Cust-0423,Consumer,Furniture,Bookcases,Bookcases Pro Series 46,East,New York,1068.63,8,0.0,339.62
CA-2022-346225,2023-12-08,Cust-0459,Home Office,Furniture,Furnishings,Furnishings Pro Series 39,East,New Jersey,182.61,1,0.0,44.16
CA-2023-671044,2022-06-17,Cust-0383,Corporate,Technology,Copiers,Copiers Pro Series 62,Central,Texas,2711.7,3,0.0,1073.5
CA-2023-254804,2024-04-13,Cust-0689,Corporate,Technology,Machines,Machines Pro Series 21,South,Virginia,4395.44,10,0.0,1675.45
CA-2024-589218,2023-04-07,Cust-0772,Corporate,Technology,Accessories,Accessories Pro Series 86,West,California,5082.6,6,0.2,151.75
CA-2024-246298,2024-04-15,Cust-0211,Home Office,Office Supplies,Paper,Paper Pro Series 74,South,Florida,356.02,9,0.0,53.76
CA-2024-796922,2022-06-18,Cust-0758,Consumer,Technology,Copiers,Copiers Pro Series 80,Central,Wisconsin,5759.82,7,0.2,257.85
CA-2023-886249,2023-02-22,Cust-0705,Corporate,Furniture,Furnishings,Furnishings Pro Series 29,East,Pennsylvania,1735.91,4,0.3,264.41
CA-2022-619257,2022-05-28,Cust-0074,Corporate,Office Supplies,Storage,Storage Pro Series 36,Central,Texas,3495.38,9,0.5,-706.93
CA-2022-132608,2022-10-30,Cust-0124,Consumer,Technology,Phones,Phones Pro Series 64,,New York,6116.7,6,0.0,1831.28
CA-2023-506582,2023-01-19,Cust-0214,Consumer,Furniture,Chairs,Chairs Pro Series 73,South,Florida,1323.75,6,0.0,355.29
CA-2023-889491,2023-07-06,Cust-0789,Consumer,Office Supplies,Art,Art Pro Series 14,Central,Wisconsin,3672.35,8,0.0,782.35
CA-2022-186994,2022-09-09,Cust-0742,Home Office,Technology,Copiers,Copiers Pro Series 40,East,New Jersey,14772.8,10,0.0,3360.12
CA-2024-996157,2023-04-08,Cust-0222,Corporate,Furniture,Chairs,Chairs Pro Series 74,East,New York,443.39,8,0.0,96.96
CA-2024-507034,2024-03-31,Cust-0549,Corporate,Furniture,Furnishings,Furnishings Pro Series 32,East,Massachusetts,1493.06,8,0.0,332.31
CA-2023-547460,2022-04-23,Cust-0704,Consumer,Furniture,Tables,Tables Pro Series 10,East,Pennsylvania,3281.66,7,0.2,710.0
CA-2023-146005,2022-11-06,Cust-0188,Consumer,Office Supplies,Paper,Paper Pro Series 22,South,North Carolina,289.31,3,0.2,65.58
CA-2024-124828,2023-03-25,Cust-0509,Consumer,Office Supplies,Storage,Storage Pro Series 91,South,Florida,694.82,9,0.0,152.67
CA-2024-836150,2023-03-09,Cust-0069,Consumer,Furniture,Tables,Tables Pro Series 27,Central,Michigan,58.21,2,0.0,11.45
CA-2022-567771,2023-11-07,Cust-0560,Consumer,Technology,Accessories,Accessories Pro Series 84,Central,Wisconsin,1711.55,7,0.0,343.36
CA-2023-239685,2024-02-04,Cust-0719,Consumer,Furniture,Chairs,Chairs Pro Series 24,Central,Illinois,3641.02,9,0.1,262.93
CA-2022-435050,2022-09-07,Cust-0492,Home Office,Furniture,Tables,Tables Pro Series 22,West,Arizona,725.69,3,,149.02
CA-2022-253209,2023-11-15,Cust-0131,Home Office,Furniture,Chairs,Chairs Pro Series 82,West,California,478.6,3,0.2,95.69
CA-2023-336288,2024-04-27,Cust-0269,Consumer,Office Supplies,Art,Art Pro Series 13,South,Florida,1631.67,4,0.3,12.55
CA-2024-977000,2024-06-06,Cust-0231,Corporate,Furniture,Furnishings,Furnishings Pro Series 92,West,Arizona,468.55,3,0.1,91.03
CA-2022-553762,2023-09-07,Cust-0032,Consumer,Office Supplies,Paper,Paper Pro Series 57,East,Pennsylvania,1225.31,5,0.0,430.95
CA-2023-418239,2024-05-06,Cust-0549,Corporate,Furniture,Furnishings,Furnishings Pro Series 98,Central,Wisconsin,4217.21,10,0.3,258.52
CA-2024-923987,2023-08-11,Cust-0141,Consumer,Office Supplies,Envelopes,Envelopes Pro Series 76,East,New Jersey,3843.49,10,0.0,834.24
CA-2023-402982,2023-09-01,Cust-0526,Consumer,Furniture,Bookcases,Bookcases Pro Series 49,Central,Texas,1992.22,4,0.1,344.42
CA-2023-726797,2023-03-11,Cust-0686,Corporate,Technology,Copiers,Copiers Pro Series 79,West,Oregon,4824.2,9,0.2,653.38
CA-2022-222904,2024-01-12,Cust-0741,Home Office,Furniture,Bookcases,Bookcases Pro Series 33,West,Washington,1874.99,8,0.0,617.36
CA-2024-581379,2023-07-05,Cust-0350,Consumer,Technology,Machines,Machines Pro Series 80,East,Massachusetts,592.47,7,0.0,227.23
CA-2023-576851,2023-07-18,Cust-0598,Home Office,Technology,Machines,Machines Pro Series 90,South,North Carolina,7402.29,8,0.0,1826.3
CA-2022-246514,2022-07-05,Cust-0126,Consumer,Office Supplies,Storage,Storage Pro Series 23,East,New York,2952.95,9,0.0,513.73
CA-2024-820082,2023-03-10,Cust-0210,Consumer,Technology,Copiers,Copiers Pro Series 46,East,New York,2952.36,7,0.0,888.41
CA-2023-679459,2022-12-29,Cust-0243,Consumer,Technology,Machines,Machines Pro Series 36,Central,Texas,8596.27,9,0.5,-1953.12
CA-2024-743964,2022-10-04,Cust-0498,Consumer,Technology,Machines,Machines Pro Series 88,West,Arizona,4039.43,3,0.3,-81.32
CA-2022-350369,2023-11-19,Cust-0316,Consumer,Technology,Phones,Phones Pro Series 20,South,Virginia,7641.5,7,0.0,2558.31
CA-2023-991904,2023-09-22,Cust-0769,Consumer,Office Supplies,Art,Art Pro Series 65,Central,Texas,1937.15,9,0.0,536.38
CA-2023-978936,2023-03-29,Cust-0622,Consumer,Furniture,Furnishings,Furnishings Pro Series 31,West,California,953.2,7,0.0,239.52
CA-2022-849662,2022-10-25,Cust-0237,Consumer,Furniture,Tables,Tables Pro Series 92,South,Florida,559.13,2,0.2,48.77
CA-2023-476984,2023-01-26,Cust-0021,Consumer,Technology,Copiers,Copiers Pro Series 54,South,Virginia,1848.61,4,0.3,-46.28
CA-2022-276728,2022-08-13,Cust-0600,Corporate,Office Supplies,Storage,Storage Pro Series 16,West,California,270.54,4,0.3,-18.1
CA-2024-679678,2022-02-21,Cust-0257,Consumer,Technology,Accessories,Accessories Pro Series 65,Central,Wisconsin,6584.16,5,0.0,1661.62
CA-2022-645792,2022-03-10,Cust-0238,Home Office,Technology,Machines,Machines Pro Series 64,East,Pennsylvania,1246.4,3,0.2,48.42
CA-2024-180790,2022-03-10,Cust-0792,Consumer,Office Supplies,Envelopes,Envelopes Pro Series 57,West,California,313.02,3,0.3,-8.95
CA-2022-441288,2024-05-25,Cust-0176,Corporate,Technology,Accessories,Accessories Pro Series 16,East,New York,2411.13,8,0.0,881.08
CA-2023-701740,2024-03-12,Cust-0286,Consumer,Office Supplies,Binders,Binders Pro Series 30,South,North Carolina,4563.9,10,0.0,1115.22
CA-2022-401153,2023-04-17,Cust-0542,Corporate,Office Supplies,Art,Art Pro Series 92,South,Virginia,1998.47,9,0.1,498.8
CA-2024-524881,2024-02-09,Cust-0258,Corporate,Furniture,Furnishings,Furnishings Pro Series 26,South,North Carolina,136.03,1,0.1,22.02
CA-2023-221148,2023-09-11,Cust-0423,Consumer,Technology,Machines,Machines Pro Series 35,Central,Michigan,386.11,1,0.2,68.57
CA-2023-719110,2024-03-20,Cust-0777,Corporate,Technology,Phones,Phones Pro Series 39,Central,Wisconsin,3513.17,8,0.0,1153.1
CA-2023-314635,2023-04-20,Cust-0134,Consumer,Office Supplies,Paper,Paper Pro Series 47,East,Pennsylvania,276.45,6,0.0,68.18
CA-2024-554434,2022-03-21,Cust-0613,Consumer,Office Supplies,Art,Art Pro Series 18,South,Florida,1253.4,6,0.0,346.79
CA-2022-206223,2022-05-30,Cust-0763,,Technology,Accessories,Accessories Pro Series 90,Central,Illinois,5464.79,9,0.0,1276.08
CA-2024-582650,2022-12-22,Cust-0637,Consumer,Office Supplies,Envelopes,Envelopes Pro Series 25,Central,Illinois,3669.74,8,0.0,1022.0
CA-2024-917163,2023-07-16,Cust-0747,Corporate,Office Supplies,Art,Art Pro Series 52,East,Pennsylvania,3543.19,8,0.1,375.54
CA-2022-197716,2023-09-24,Cust-0394,Consumer,Technology,Phones,Phones Pro Series 27,West,California,2696.37,4,0.0,943.37
CA-2022-547649,2023-07-15,Cust-0582,Consumer,Office Supplies,Binders,Binders Pro Series 14,West,California,2202.17,5,0.2,98.6
CA-2022-805284,2023-05-21,Cust-0117,Consumer,Furniture,Bookcases,Bookcases Pro Series 70,South,Georgia,1762.85,5,0.1,520.63
CA-2024-446659,2023-10-09,Cust-0681,Consumer,Office Supplies,Binders,Binders Pro Series 38,West,Oregon,268.82,1,0.0,103.49
CA-2023-623107,2024-01-12,Cust-0415,Consumer,Technology,Accessories,Accessories Pro Series 81,Central,Michigan,5116.69,4,0.0,1990.62
CA-2023-260702,2022-04-11,Cust-0715,Corporate,Office Supplies,Art,Art Pro Series 82,Central,Wisconsin,1139.79,6,0.0,348.51
CA-2024-169542,2024-03-04,Cust-0322,Home Office,Furniture,Furnishings,Furnishings Pro Series 29,East,New Jersey,2042.65,7,0.0,785.19
CA-2022-422969,2022-08-30,Cust-0499,Home Office,Furniture,Furnishings,Furnishings Pro Series 65,South,Virginia,730.33,4,0.1,81.23
CA-2022-727029,2022-12-01,Cust-0608,Consumer,Technology,Phones,Phones Pro Series 29,East,New York,6196.77,9,0.3,889.82
CA-2024-779445,2022-06-05,Cust-0053,Consumer,Technology,Copiers,Copiers Pro Series 96,West,California,6154.82,6,0.0,1177.45
CA-2023-446178,2022-04-13,Cust-0040,Home Office,Furniture,Tables,Tables Pro Series 31,East,New York,3480.06,7,0.0,754.59
CA-2023-745330,2024-05-06,Cust-0539,Consumer,Technology,Copiers,Copiers Pro Series 30,Central,Texas,1948.42,9,0.1,472.02
CA-2022-512502,2024-05-22,Cust-0347,Corporate,Technology,Copiers,Copiers Pro Series 47,South,Virginia,4714.62,7,0.3,511.84
CA-2023-798619,2022-12-01,Cust-0216,Consumer,Technology,Phones,Phones Pro Series 85,West,Washington,579.41,2,0.5,-126.59
CA-2024-177009,2022-10-17,Cust-0789,Consumer,Office Supplies,Art,Art Pro Series 62,Central,Texas,1117.95,2,0.1,265.97
CA-2024-716217,2022-11-06,Cust-0727,Consumer,Technology,Machines,Machines Pro Series 34,South,Florida,1042.79,6,0.0,378.81
CA-2023-508482,2022-07-11,Cust-0510,Consumer,Furniture,Bookcases,Bookcases Pro Series 64,South,Georgia,3452.81,6,0.2,714.85
CA-2022-107800,2024-06-09,Cust-0169,Home Office,Furniture,Bookcases,Bookcases Pro Series 28,South,Florida,532.27,1,0.0,160.2
CA-2023-312080,2024-01-09,Cust-0185,Consumer,Office Supplies,Envelopes,Envelopes Pro Series 57,East,Massachusetts,99.61,6,0.0,35.47
CA-2024-311511,2022-08-05,Cust-0152,Consumer,Office Supplies,Envelopes,Envelopes Pro Series 88,Central,Wisconsin,1300.47,10,0.2,224.74
CA-2022-577052,2024-01-07,Cust-0606,Corporate,Technology,Phones,Phones Pro Series 62,South,Florida,9704.01,10,0.2,1054.14
CA-2023-586060,2024-06-24,Cust-0624,Corporate,Furniture,Bookcases,Bookcases Pro Series 93,Central,Texas,492.79,1,0.1,105.9
CA-2023-378256,2022-01-05,Cust-0544,Consumer,Technology,Phones,Phones Pro Series 65,West,Arizona,1441.27,1,0.2,84.18
CA-2024-536999,2022-01-17,Cust-0514,Home Office,Furniture,Tables,Tables Pro Series 78,Central,Illinois,1648.99,9,0.0,344.16
CA-2023-687993,2024-01-14,Cust-0337,Consumer,Furniture,Chairs,Chairs Pro Series 52,,California,2274.99,4,0.0,415.12
CA-2024-866526,2022-09-22,Cust-0174,Corporate,Technology,Machines,Machines Pro Series 36,Central,Wisconsin,1779.69,3,0.2,110.69
CA-2024-825150,2023-07-16,Cust-0655,Consumer,Office Supplies,Paper,Paper Pro Series 40,West,California,941.04,2,0.2,212.76
CA-2022-218877,2024-02-23,Cust-0463,Consumer,Furniture,Bookcases,Bookcases Pro Series 20,South,Florida,2859.39,6,0.0,706.18
CA-2022-671793,2022-09-14,Cust-0743,Consumer,Technology,Copiers,Copiers Pro Series 30,East,New York,11138.49,9,0.1,2112.67
CA-2024-468451,2022-01-31,Cust-0349,Home Office,Office Supplies,Art,Art Pro Series 37,South,Florida,378.7,3,0.1,99.74
CA-2024-831229,2022-03-10,Cust-0763,Consumer,Technology,Copiers,Copiers Pro Series 35,South,Virginia,131.66,1,0.0,38.54
CA-2022-796862,2023-01-17,Cust-0665,Consumer,Office Supplies,Paper,Paper Pro Series 27,East,Massachusetts,725.74,2,0.1,71.94
CA-2022-596427,2023-05-22,Cust-0567,Home Office,Furniture,Chairs,Chairs Pro Series 91,Central,Illinois,953.59,6,0.1,168.22
CA-2022-211751,2022-02-26,Cust-0308,Corporate,Office Supplies,Binders,Binders Pro Series 45,West,Oregon,3072.58,6,0.5,-19.1
CA-2023-178760,2023-05-26,Cust-0316,Corporate,Technology,Copiers,Copiers Pro Series 51,South,Florida,3272.27,3,0.3,467.45
CA-2024-728669,2024-05-22,Cust-0103,Consumer,Office Supplies,Storage,Storage Pro Series 25,East,Massachusetts,1056.6,3,0.1,94.79
CA-2022-389946,2022-11-15,Cust-0779,Corporate,Office Supplies,Storage,Storage Pro Series 22,East,Massachusetts,3185.68,7,0.0,1209.63
CA-2023-197483,2023-11-05,Cust-0342,Consumer,Technology,Phones,Phones Pro Series 23,East,Pennsylvania,1123.08,8,0.2,102.76
CA-2022-377120,2022-06-12,Cust-0606,Home Office,Technology,Accessories,Accessories Pro Series 93,West,California,10749.9,10,0.0,3795.38
CA-2023-329027,2024-01-17,Cust-0726,Consumer,Technology,Copiers,Copiers Pro Series 83,West,Arizona,3118.27,4,0.0,802.74
CA-2024-799276,2023-02-02,Cust-0198,Home Office,Technology,Machines,Machines Pro Series 84,Central,Michigan,2312.46,5,0.1,676.14
CA-2024-540636,2022-09-19,Cust-0664,Corporate,Furniture,Tables,Tables Pro Series 42,East,New York,1056.96,3,0.2,142.74
CA-2024-360864,2022-05-16,Cust-0729,Consumer,Office Supplies,Art,Art Pro Series 27,West,California,707.12,4,0.0,106.57
CA-2022-852076,2022-04-24,Cust-0713,Consumer,Technology,Accessories,Accessories Pro Series 28,East,Massachusetts,2627.4,2,0.0,664.16
CA-2024-644070,2023-11-28,Cust-0282,Consumer,Technology,Copiers,Copiers Pro Series 34,West,Washington,3102.71,4,0.3,60.08
CA-2023-103205,2023-03-20,Cust-0475,Consumer,Furniture,Tables,Tables Pro Series 62,East,New Jersey,1061.13,2,0.0,233.27
CA-2023-906411,2022-01-15,Cust-0485,Corporate,Technology,Accessories,Accessories Pro Series 67,East,New Jersey,4230.29,4,0.0,1138.83
CA-2023-382737,2022-06-14,Cust-0492,Consumer,Office Supplies,Art,Art Pro Series 59,West,California,2368.39,4,0.1,545.85
CA-2022-215159,2022-10-02,Cust-0739,Consumer,Technology,Copiers,Copiers Pro Series 61,Central,Illinois,169.41,1,0.5,-37.82
CA-2023-364344,2024-04-09,Cust-0251,Corporate,Office Supplies,Paper,Paper Pro Series 29,West,Arizona,206.52,1,0.1,43.05
CA-2024-457875,2022-01-02,Cust-0493,Consumer,Office Supplies,Art,Art Pro Series 42,East,Massachusetts,1789.61,5,0.1,424.96
CA-2024-692671,2023-08-01,Cust-0366,Consumer,Office Supplies,Storage,Storage Pro Series 15,South,North Carolina,1342.65,6,0.2,165.31
