CustomerID,Tenure,Contract,PaymentMethod,MonthlyCharges,TotalCharges,InternetService,TechSupport,Churn
7590-C1171,11,Two year,Mailed check,68.56,726.96,No,No,No
7590-C1172,50,One year,Credit card,113.49,5409.66,DSL,No,No
7590-C1173,68,Two year,Credit card,108.67,7117.98,No,Yes,No
7590-C1174,29,Two year,Electronic check,72.81,2161.67,No,Yes,No
7590-C1175,72,One year,Credit card,88.52,6555.77,Fiber optic,Yes,No
7590-C1176,20,Month-to-month,Electronic check,111.42,2269.76,DSL,Yes,Yes
7590-C1177,64,Month-to-month,Credit card,100.67,6255.26,DSL,Yes,No
7590-C1178,20,One year,Bank transfer,113.46,2237.78,Fiber optic,No,No
7590-C1179,14,One year,Bank transfer,94.15,1315.75,DSL,No,No
7590-C1180,51,Month-to-month,Credit card,69.56,3492.53,DSL,No,No
7590-C1181,11,Month-to-month,Electronic check,34.26,394.73,Fiber optic,Yes,No
7590-C1182,41,Two year,Electronic check,55.04,2320.89,No,Yes,No
7590-C1183,57,Month-to-month,Bank transfer,38.22,2198.03,Fiber optic,No,Yes
7590-C1184,36,Month-to-month,Bank transfer,90.54,3309.98,DSL,No,Yes
7590-C1185,24,Two year,Bank transfer,103.95,2604.94,No,Yes,No
7590-C1186,33,Month-to-month,Mailed check,58.84,1952.79,DSL,Yes,Yes
7590-C1187,25,Month-to-month,Bank transfer,72.6,1765.63,Fiber optic,No,Yes
7590-C1188,60,Month-to-month,Electronic check,103.92,6254.19,DSL,No,Yes
7590-C1189,72,Month-to-month,Credit card,22.01,1653.42,No,Yes,Yes
7590-C1190,18,Month-to-month,Credit card,81.35,1522.35,DSL,Yes,Yes
7590-C1191,36,Month-to-month,Credit card,42.32,1598.31,Fiber optic,Yes,No
7590-C1192,30,Month-to-month,Credit card,32.37,985.29,Fiber optic,Yes,No
7590-C1193,46,Month-to-month,Electronic check,114.24,5002.04,Fiber optic,Yes,No
7590-C1194,65,Two year,Bank transfer,27.97,1756.12,Fiber optic,Yes,No
7590-C1195,60,Two year,Mailed check,27.78,1741.71,No,No,No
7590-C1196,32,Month-to-month,Credit card,74.69,2439.16,No,Yes,Yes
7590-C1197,15,Month-to-month,Electronic check,27.87,412.91,DSL,No,No
7590-C1198,45,Month-to-month,Electronic check,76.04,3423.17,Fiber optic,Yes,No
7590-C1199,18,One year,Mailed check,113.62,1990.39,No,Yes,No
7590-C1200,27,One year,Electronic check,24.76,672.6,No,Yes,No
7590-C1201,65,Month-to-month,Electronic check,100.11,6497.43,DSL,No,No
7590-C1202,38,Month-to-month,Electronic check,112.6,4221.36,DSL,Yes,No
7590-C1203,29,One year,Mailed check,61.84,1713.88,Fiber optic,Yes,No
7590-C1204,32,Month-to-month,Electronic check,107.29,3313.3,No,No,Yes
7590-C1205,46,Month-to-month,Bank transfer,22.51,1034.09,No,No,Yes
7590-C1206,11,Two year,Bank transfer,116.2,1339.85,Fiber optic,No,No
7590-C1207,2,Two year,Electronic check,37.42,78.24,Fiber optic,Yes,No
7590-C1208,3,One year,Bank transfer,29.23,88.74,No,Yes,No
7590-C1209,9,One year,Credit card,117.22,1027.83,Fiber optic,No,Yes
7590-C1210,53,Two year,Credit card,113.12,5811.32,DSL,Yes,No
7590-C1211,13,Month-to-month,Credit card,56.54,758.15,No,No,No
7590-C1212,67,One year,Electronic check,92.54,6442.35,No,Yes,No
7590-C1213,4,One year,Mailed check,66.67,274.73,No,Yes,Yes
7590-C1214,72,One year,Mailed check,26.92,1911.97,No,Yes,No
7590-C1215,60,Month-to-month,Mailed check,89.74,5626.42,DSL,No,No
7590-C1216,21,Month-to-month,Mailed check,72.23,1547.4,DSL,Yes,Yes
7590-C1217,24,Month-to-month,Bank transfer,60.91,1486.87,DSL,Yes,Yes
7590-C1218,20,One year,Bank transfer,44.57,897.05,Fiber optic,No,No
7590-C1219,10,One year,Credit card,57.31,572.68,DSL,Yes,No
7590-C1220,13,Month-to-month,Bank transfer,38.34,497.95,DSL,Yes,Yes
7590-C1221,5,Month-to-month,Mailed check,101.17,515.05,No,Yes,No
7590-C1222,58,Month-to-month,Bank transfer,72.58,4320.14,DSL,No,No
7590-C1223,44,Two year,Credit card,114.26,5120.05,No,No,No
7590-C1224,55,One year,Credit card,90.11,4877.87,DSL,Yes,No
7590-C1225,66,Two year,Mailed check,65.83,4203.49,No,Yes,No
7590-C1226,64,Month-to-month,Credit card,22.37,1449.44,No,Yes,No
7590-C1227,49,Two year,Bank transfer,90.76,4382.43,Fiber optic,No,No
7590-C1228,69,One year,Bank transfer,28.07,2026.58,No,No,No
7590-C1229,55,Month-to-month,Electronic check,41.34,2309.48,Fiber optic,Yes,Yes
7590-C1230,44,Month-to-month,Bank transfer,66.43,2837.91,No,Yes,Yes
7590-C1231,56,Month-to-month,Electronic check,64.58,3771.78,Fiber optic,No,Yes
7590-C1232,72,Two year,Credit card,79.41,6000.76,Fiber optic,Yes,No
7590-C1233,16,Month-to-month,Credit card,21.58,342.42,Fiber optic,Yes,Yes
7590-C1234,59,Month-to-month,Credit card,23.81,1434.31,Fiber optic,No,No
7590-C1235,26,Month-to-month,Electronic check,26.98,736.02,Fiber optic,No,Yes
7590-C1236,58,One year,Bank transfer,81.24,4721.38,No,Yes,No
7590-C1237,59,One year,Credit card,30.98,1918.55,No,Yes,No
7590-C1238,49,Month-to-month,Mailed check,110.77,5583.69,No,Yes,Yes
7590-C1239,17,One year,Credit card,65.48,1150.41,Fiber optic,Yes,No
7590-C1240,7,Month-to-month,Bank transfer,34.83,243.96,DSL,Yes,Yes
7590-C1241,30,One year,Bank transfer,39.42,1207.99,DSL,No,No
7590-C1242,31,Month-to-month,Electronic check,94.37,2843.29,DSL,Yes,No
7590-C1243,68,Month-to-month,Bank transfer,26.99,1877.95,DSL,No,Yes
7590-C1244,60,One year,Electronic check,106.64,6137.21,No,Yes,No
7590-C1245,15,One year,Electronic check,99.91,1571.59,Fiber optic,Yes,No
7590-C1246,18,Month-to-month,Credit card,90.13,1703.42,DSL,Yes,Yes
7590-C1247,50,Month-to-month,Electronic check,102.44,,No,Yes,No
7590-C1248,39,Month-to-month,Bank transfer,42.53,1601.92,DSL,No,No
7590-C1249,30,Two year,Bank transfer,110.42,3386.69,Fiber optic,No,No
7590-C1250,37,One year,Electronic check,74.55,2766.66,Fiber optic,Yes,No
7590-C1251,6,Month-to-month,Bank transfer,70.91,426.31,DSL,No,Yes
7590-C1252,38,Month-to-month,Credit card,77.77,2846.36,Fiber optic,Yes,No
7590-C1253,32,Month-to-month,Mailed check,77.27,2523.16,No,Yes,No
7590-C1254,28,Month-to-month,Bank transfer,48.0,1409.01,DSL,Yes,Yes
7590-C1255,4,Month-to-month,Mailed check,98.81,392.1,Fiber optic,No,Yes
7590-C1256,14,Month-to-month,Electronic check,61.37,870.52,Fiber optic,No,No
7590-C1257,57,One year,Electronic check,41.71,2275.86,DSL,Yes,No
7590-C1258,61,One year,Credit card,110.27,6689.97,DSL,Yes,No
7590-C1259,4,Month-to-month,Credit card,69.17,286.33,No,Yes,Yes
7590-C1260,72,Two year,Credit card,97.06,7066.26,Fiber optic,Yes,No
7590-C1261,1,One year,Electronic check,87.84,90.26,No,No,No
7590-C1262,36,Month-to-month,Electronic check,98.48,3678.14,DSL,No,No
7590-C1263,60,One year,Electronic check,107.15,6209.35,Fiber optic,Yes,No
7590-C1264,69,Month-to-month,Mailed check,61.01,4362.64,No,Yes,No
7590-C1265,68,Two year,Bank transfer,65.1,4234.03,Fiber optic,Yes,No
7590-C1266,44,One year,Credit card,23.83,1088.24,DSL,Yes,No
7590-C1267,1,Month-to-month,Electronic check,71.94,73.93,No,No,Yes
7590-C1268,21,One year,Mailed check,113.23,2451.01,No,No,No
7590-C1269,43,One year,Credit card,108.91,4588.06,Fiber optic,No,No
7590-C1270,51,Two year,Electronic check,111.08,5534.22,No,Yes,No
7590-C1271,48,Two year,Electronic check,101.42,5022.48,Fiber optic,No,No
7590-C1272,62,Two year,Credit card,35.94,2183.87,DSL,No,No
7590-C1273,57,One year,Credit card,74.98,4289.8,DSL,No,No
7590-C1274,16,Month-to-month,Bank transfer,50.89,819.78,No,No,No
7590-C1275,22,Month-to-month,Bank transfer,26.18,567.03,DSL,No,No
7590-C1276,13,One year,Credit card,70.76,944.7,DSL,Yes,No
7590-C1277,17,Month-to-month,Electronic check,30.04,508.74,No,No,Yes
7590-C1278,30,Two year,Credit card,74.87,2153.23,Fiber optic,Yes,No
7590-C1279,1,Two year,Mailed check,70.5,68.52,DSL,No,No
7590-C1280,45,Month-to-month,Electronic check,40.75,1827.35,Fiber optic,No,Yes
7590-C1281,2,One year,Electronic check,21.0,40.93,No,Yes,No
7590-C1282,20,Month-to-month,Mailed check,43.41,836.74,No,No,No
7590-C1283,57,One year,Bank transfer,37.4,2168.57,Fiber optic,No,No
7590-C1284,65,Two year,Credit card,73.05,4938.99,DSL,Yes,No
7590-C1285,30,Month-to-month,Mailed check,40.52,1188.39,No,No,Yes
7590-C1286,3,Month-to-month,Mailed check,111.92,335.9,Fiber optic,No,Yes
7590-C1287,21,Two year,Bank transfer,52.98,1101.45,No,No,Yes
7590-C1288,72,Two year,Bank transfer,66.34,4658.15,Fiber optic,No,No
7590-C1289,10,Two year,Credit card,117.17,1197.0,No,No,Yes
7590-C1290,4,One year,Mailed check,83.86,349.46,No,Yes,No
7590-C1291,68,One year,Electronic check,76.73,5381.5,DSL,No,No
7590-C1292,1,Month-to-month,Electronic check,86.84,87.08,DSL,Yes,Yes
7590-C1293,1,Month-to-month,Mailed check,60.77,60.72,No,No,Yes
7590-C1294,64,Two year,Credit card,88.54,5484.35,DSL,No,No
7590-C1295,18,One year,Bank transfer,106.19,1925.08,Fiber optic,Yes,No
7590-C1296,16,Two year,Credit card,72.92,1138.88,Fiber optic,Yes,No
7590-C1297,60,Month-to-month,Mailed check,64.04,3677.77,Fiber optic,Yes,Yes
7590-C1298,21,Month-to-month,Bank transfer,91.23,1974.87,No,No,No
7590-C1299,6,One year,Bank transfer,116.65,691.0,No,No,No
7590-C1300,32,Month-to-month,Mailed check,52.97,1640.11,Fiber optic,No,No
7590-C1301,68,Month-to-month,Electronic check,109.54,7768.26,No,No,Yes
7590-C1302,60,Month-to-month,Mailed check,108.8,6453.35,No,Yes,No
7590-C1303,63,Month-to-month,Mailed check,96.8,5889.32,No,No,No
7590-C1304,38,One year,Credit card,50.94,2005.05,No,Yes,No
7590-C1305,50,Two year,Credit card,67.83,3365.86,Fiber optic,No,No
7590-C1306,46,Month-to-month,Credit card,100.23,4732.57,No,No,Yes
7590-C1307,43,Month-to-month,Mailed check,26.17,1121.84,No,No,Yes
7590-C1308,50,Month-to-month,Credit card,25.46,1212.38,DSL,Yes,No
7590-C1309,26,Two year,Credit card,68.31,1816.63,Fiber optic,Yes,No
7590-C1310,29,Month-to-month,Bank transfer,105.14,3124.44,Fiber optic,Yes,Yes
7590-C1311,26,Two year,Mailed check,114.32,2986.2,No,No,No
7590-C1312,18,Month-to-month,Credit card,52.03,891.68,DSL,Yes,Yes
7590-C1313,49,Month-to-month,Electronic check,57.85,2761.8,DSL,No,Yes
7590-C1314,8,Month-to-month,Credit card,53.82,437.29,No,No,Yes
7590-C1315,21,One year,Credit card,87.29,1850.08,DSL,Yes,No
7590-C1316,33,Month-to-month,Electronic check,43.03,1351.66,No,No,No
7590-C1317,8,Month-to-month,Credit card,87.51,674.69,No,No,Yes
7590-C1318,9,One year,Credit card,25.77,220.82,DSL,Yes,No
7590-C1319,32,One year,Credit card,58.07,1906.07,DSL,No,No
7590-C1320,11,Month-to-month,Credit card,89.43,1026.31,Fiber optic,Yes,No
7590-C1321,60,One year,Electronic check,47.42,2836.81,No,No,No
7590-C1322,61,Month-to-month,Electronic check,54.86,3221.26,DSL,Yes,No
7590-C1323,16,One year,Mailed check,70.39,1178.57,Fiber optic,Yes,No
7590-C1324,31,One year,Electronic check,102.26,3183.9,DSL,Yes,No
7590-C1325,34,Two year,Bank transfer,104.0,3583.21,DSL,No,No
7590-C1326,68,Two year,Bank transfer,56.26,3646.99,Fiber optic,Yes,No
7590-C1327,49,Month-to-month,Mailed check,36.56,1799.2,Fiber optic,Yes,No
7590-C1328,10,Two year,Mailed check,30.54,298.05,DSL,Yes,No
7590-C1329,48,Month-to-month,Credit card,88.76,4111.43,DSL,Yes,Yes
7590-C1330,40,Month-to-month,Mailed check,28.54,1130.37,Fiber optic,Yes,Yes
7590-C1331,11,One year,Mailed check,115.29,1233.58,Fiber optic,Yes,Yes
7590-C1332,12,Month-to-month,Bank transfer,94.42,1116.68,No,Yes,No
7590-C1333,70,One year,Mailed check,80.92,5770.12,Fiber optic,Yes,No
7590-C1334,33,Month-to-month,Electronic check,106.74,3361.09,Fiber optic,Yes,Yes
7590-C1335,70,Two year,Electronic check,99.57,7156.44,DSL,No,No
7590-C1336,69,Month-to-month,Mailed check,45.69,2995.07,Fiber optic,Yes,No
7590-C1337,48,Two year,Mailed check,99.34,4844.78,No,Yes,No
7590-C1338,60,Two year,Mailed check,99.55,6061.81,Fiber optic,Yes,No
7590-C1339,64,Month-to-month,Bank transfer,67.64,4484.58,No,No,Yes
7590-C1340,20,Month-to-month,Mailed check,70.36,1346.21,No,No,No
7590-C1341,71,Month-to-month,Mailed check,111.79,8275.1,DSL,No,Yes
7590-C1342,21,Two year,Credit card,96.21,2097.39,DSL,No,No
7590-C1343,22,Month-to-month,Mailed check,29.13,620.51,No,No,No
7590-C1344,7,Month-to-month,Mailed check,67.91,452.3,No,Yes,No
7590-C1345,46,Month-to-month,Mailed check,47.58,2297.09,Fiber optic,Yes,Yes
7590-C1346,51,Month-to-month,Mailed check,84.39,4316.68,No,Yes,No
7590-C1347,11,Month-to-month,Credit card,26.35,287.2,Fiber optic,No,Yes
7590-C1348,40,Month-to-month,Bank transfer,89.77,3746.8,No,No,Yes
7590-C1349,40,One year,Bank transfer,92.77,3705.89,DSL,Yes,No
7590-C1350,19,One year,Electronic check,82.57,1559.23,Fiber optic,Yes,No
7590-C1351,57,Month-to-month,Electronic check,27.12,1571.38,No,Yes,No
7590-C1352,6,Month-to-month,Credit card,48.24,275.15,DSL,No,Yes
7590-C1353,23,Month-to-month,Credit card,68.56,1608.85,DSL,Yes,Yes
7590-C1354,10,Month-to-month,Credit card,90.58,886.05,Fiber optic,No,No
7590-C1355,69,Month-to-month,Mailed check,65.44,4687.44,DSL,No,No
7590-C1356,13,Month-to-month,Mailed check,72.72,985.85,No,Yes,Yes
7590-C1357,70,Month-to-month,Credit card,48.51,3440.07,DSL,No,No
7590-C1358,52,Month-to-month,Credit card,111.53,5636.82,Fiber optic,No,Yes
7590-C1359,71,Two year,Credit card,51.33,3821.83,Fiber optic,Yes,No
7590-C1360,41,Month-to-month,Mailed check,56.19,2296.92,DSL,No,No
7590-C1361,58,Month-to-month,Bank transfer,57.54,3373.61,Fiber optic,No,Yes
7590-C1362,30,Two year,Bank transfer,78.6,2277.97,DSL,Yes,No
7590-C1363,17,One year,Credit card,68.07,1099.85,No,No,No
7590-C1364,50,Month-to-month,Electronic check,108.83,5460.6,No,Yes,Yes
7590-C1365,65,One year,Credit card,72.99,4881.97,Fiber optic,No,No
7590-C1366,52,One year,Electronic check,43.05,2282.97,No,Yes,No
7590-C1367,52,Month-to-month,Mailed check,57.74,2938.25,No,Yes,Yes
7590-C1368,1,Month-to-month,Bank transfer,113.26,114.68,No,Yes,Yes
7590-C1369,39,Month-to-month,Electronic check,71.48,2850.31,DSL,Yes,Yes
7590-C1370,16,Month-to-month,Credit card,59.21,983.76,DSL,Yes,Yes
7590-C1371,53,Two year,Bank transfer,29.2,1600.96,DSL,No,No
7590-C1372,8,Month-to-month,Mailed check,25.05,192.51,DSL,Yes,Yes
7590-C1373,69,One year,Credit card,23.33,1572.73,Fiber optic,No,No
7590-C1374,49,Two year,Bank transfer,54.45,2677.67,Fiber optic,No,No
7590-C1375,37,Month-to-month,Bank transfer,110.77,4104.28,Fiber optic,No,Yes
7590-C1376,64,One year,Bank transfer,66.18,4045.31,DSL,No,No
7590-C1377,55,Month-to-month,Credit card,99.81,5466.39,DSL,No,No
7590-C1378,44,Month-to-month,Mailed check,109.63,4737.36,No,No,Yes
7590-C1379,28,One year,Bank transfer,90.99,2561.08,No,Yes,No
7590-C1380,20,One year,Mailed check,52.48,1055.34,Fiber optic,No,No
7590-C1381,61,Month-to-month,Mailed check,87.2,5141.05,Fiber optic,No,No
7590-C1382,33,One year,Bank transfer,57.56,1919.7,Fiber optic,Yes,No
7590-C1383,54,Month-to-month,Mailed check,33.51,1735.61,No,Yes,No
7590-C1384,53,One year,Bank transfer,36.37,1903.06,Fiber optic,Yes,No
7590-C1385,36,Two year,Electronic check,86.34,3236.39,DSL,Yes,No
7590-C1386,35,Month-to-month,Electronic check,35.11,1201.43,Fiber optic,Yes,No
7590-C1387,69,Month-to-month,Credit card,32.52,2330.52,DSL,Yes,No
7590-C1388,41,One year,Electronic check,24.47,1033.64,No,No,No
7590-C1389,4,Month-to-month,Bank transfer,56.68,219.67,DSL,No,No
7590-C1390,33,Month-to-month,Mailed check,46.67,1490.47,Fiber optic,Yes,No
7590-C1391,32,Two year,Mailed check,87.01,2780.06,DSL,Yes,No
7590-C1392,9,Month-to-month,Credit card,113.26,1019.03,No,Yes,Yes
7590-C1393,16,One year,Electronic check,110.84,1849.92,DSL,No,Yes
7590-C1394,48,Month-to-month,Electronic check,109.94,5103.85,DSL,No,No
7590-C1395,28,One year,Credit card,37.56,1077.2,DSL,Yes,No
7590-C1396,13,One year,Mailed check,85.55,1092.65,No,Yes,No
7590-C1397,33,Two year,Mailed check,60.97,2061.9,DSL,Yes,Yes
7590-C1398,64,Month-to-month,Bank transfer,55.27,3388.26,No,No,No
7590-C1399,31,Month-to-month,Electronic check,104.48,3112.19,DSL,Yes,Yes
7590-C1400,69,Month-to-month,Credit card,113.96,7935.65,Fiber optic,Yes,Yes
7590-C1401,30,Month-to-month,Bank transfer,38.55,1190.26,No,Yes,Yes
7590-C1402,41,Two year,Credit card,103.64,4443.26,No,Yes,No
7590-C1403,15,Month-to-month,Mailed check,101.43,1505.65,Fiber optic,Yes,Yes
7590-C1404,72,Month-to-month,Credit card,72.73,5372.2,DSL,Yes,Yes
7590-C1405,34,Month-to-month,Mailed check,99.06,3267.86,Fiber optic,Yes,Yes
7590-C1406,15,Month-to-month,Electronic check,22.0,346.1,No,Yes,Yes
7590-C1407,68,One year,Bank transfer,61.65,4255.06,DSL,No,No
7590-C1408,29,Month-to-month,Mailed check,49.61,1505.87,Fiber optic,No,Yes
7590-C1409,46,Two year,Bank transfer,95.18,4466.56,Fiber optic,No,No
7590-C1410,4,Two year,Electronic check,56.5,228.71,DSL,No,Yes
7590-C1411,30,Month-to-month,Mailed check,60.66,1885.24,DSL,No,Yes
7590-C1412,48,One year,Credit card,44.98,2142.5,No,Yes,No
7590-C1413,39,Month-to-month,Mailed check,88.14,3408.54,Fiber optic,Yes,No
7590-C1414,57,One year,Electronic check,26.04,1557.92,DSL,Yes,No
7590-C1415,27,Month-to-month,Electronic check,62.57,1754.01,Fiber optic,No,No
7590-C1416,52,One year,Mailed check,66.73,3548.29,No,Yes,No
7590-C1417,58,Two year,Mailed check,53.78,3145.47,DSL,Yes,No
7590-C1418,34,Month-to-month,Credit card,24.25,836.28,Fiber optic,No,No
7590-C1419,67,One year,Mailed check,40.6,2662.57,Fiber optic,Yes,No
7590-C1420,63,Month-to-month,Bank transfer,94.22,6088.62,No,No,No
7590-C1421,28,Month-to-month,Electronic check,54.07,1507.42,Fiber optic,Yes,Yes
7590-C1422,54,Month-to-month,Mailed check,78.33,4083.39,Fiber optic,Yes,Yes
7590-C1423,4,Two year,Mailed check,101.43,393.71,DSL,Yes,No
7590-C1424,15,Two year,Mailed check,65.72,995.22,DSL,Yes,No
7590-C1425,62,Two year,Bank transfer,86.49,5279.78,Fiber optic,Yes,No
7590-C1426,58,Month-to-month,Mailed check,69.35,3838.39,Fiber optic,Yes,Yes
7590-C1427,16,One year,Electronic check,110.74,1792.3,DSL,No,No
7590-C1428,14,Month-to-month,Electronic check,33.58,489.38,DSL,No,Yes
7590-C1429,3,Month-to-month,Mailed check,103.97,321.54,Fiber optic,Yes,Yes
7590-C1430,47,Month-to-month,Credit card,94.08,4576.5,DSL,No,Yes
7590-C1431,53,Month-to-month,Electronic check,82.81,4364.96,No,No,No
7590-C1432,21,Month-to-month,Credit card,31.46,677.6,Fiber optic,Yes,No
7590-C1433,43,Two year,Electronic check,115.66,4736.93,Fiber optic,Yes,No
7590-C1434,24,One year,Mailed check,37.33,921.51,No,Yes,No
7590-C1435,43,Two year,Credit card,105.2,4715.1,No,No,No
7590-C1436,56,Two year,Bank transfer,110.03,6196.93,DSL,No,No
7590-C1437,1,Two year,Electronic check,58.51,57.6,Fiber optic,Yes,No
7590-C1438,6,Month-to-month,Mailed check,80.67,496.99,DSL,Yes,No
7590-C1439,2,One year,Credit card,95.7,199.33,DSL,Yes,Yes
7590-C1440,65,Month-to-month,Electronic check,96.18,6051.31,No,No,No
7590-C1441,4,Month-to-month,Electronic check,95.98,381.43,No,Yes,Yes
7590-C1442,3,Month-to-month,Electronic check,59.41,177.35,No,Yes,Yes
7590-C1443,25,Two year,Bank transfer,90.5,2250.3,DSL,Yes,No
7590-C1444,16,One year,Mailed check,86.2,1439.2,No,Yes,No
7590-C1445,2,Month-to-month,Electronic check,78.5,154.81,Fiber optic,Yes,No
7590-C1446,23,Month-to-month,Bank transfer,89.91,2122.24,Fiber optic,Yes,Yes
7590-C1447,70,Month-to-month,Mailed check,107.96,7388.48,DSL,No,Yes
7590-C1448,35,Month-to-month,Credit card,89.67,2985.6,Fiber optic,Yes,Yes
7590-C1449,47,Two year,Bank transfer,39.33,1868.33,No,No,No
7590-C1450,18,Month-to-month,Electronic check,61.44,1061.66,DSL,Yes,Yes
7590-C1451,65,One year,Mailed check,84.12,5460.55,No,Yes,No
7590-C1452,15,One year,Bank transfer,72.97,1137.9,No,Yes,No
7590-C1453,16,Month-to-month,Credit card,115.22,1870.0,DSL,Yes,Yes
7590-C1454,17,Month-to-month,Credit card,51.94,874.99,Fiber optic,No,No
7590-C1455,23,Month-to-month,Bank transfer,87.36,2106.55,DSL,No,Yes
7590-C1456,21,One year,Electronic check,102.67,2086.34,DSL,Yes,No
7590-C1457,20,One year,Credit card,110.74,2226.85,No,No,No
7590-C1458,70,One year,Electronic check,90.21,6259.24,No,No,No
7590-C1459,26,One year,Bank transfer,65.37,1718.06,No,Yes,No
7590-C1460,15,Month-to-month,Bank transfer,68.64,984.98,DSL,Yes,Yes
7590-C1461,8,One year,Bank transfer,54.73,451.5,DSL,No,No
7590-C1462,52,Month-to-month,Electronic check,72.24,3934.41,No,Yes,Yes
7590-C1463,65,Two year,Electronic check,24.96,1664.38,DSL,No,No
7590-C1464,36,One year,Bank transfer,35.46,1290.07,DSL,No,No
7590-C1465,11,Two year,Mailed check,88.64,994.59,Fiber optic,Yes,No
7590-C1466,34,Month-to-month,Electronic check,29.51,997.47,Fiber optic,Yes,No
7590-C1467,3,Month-to-month,Credit card,71.9,212.42,DSL,Yes,No
7590-C1468,23,One year,Credit card,47.26,1119.11,DSL,No,No
7590-C1469,23,Month-to-month,Mailed check,91.37,2018.07,DSL,Yes,Yes
7590-C1470,65,Two year,Bank transfer,92.81,5796.58,No,Yes,No
7590-C1471,27,One year,Mailed check,61.87,1752.46,No,Yes,No
7590-C1472,38,Month-to-month,Credit card,30.68,,DSL,No,No
7590-C1473,58,Two year,Electronic check,74.93,4158.68,No,Yes,No
7590-C1474,16,Month-to-month,Bank transfer,55.18,920.68,Fiber optic,No,Yes
7590-C1475,36,Two year,Credit card,49.21,1757.18,DSL,No,Yes
7590-C1476,8,Month-to-month,Credit card,116.43,974.51,No,No,Yes
7590-C1477,32,One year,Mailed check,73.08,2355.88,No,Yes,No
7590-C1478,16,Two year,Bank transfer,94.09,1512.02,No,No,No
7590-C1479,29,Month-to-month,Mailed check,94.69,2797.83,Fiber optic,No,No
7590-C1480,68,Month-to-month,Bank transfer,86.47,6092.26,No,Yes,Yes
7590-C1481,47,Two year,Electronic check,112.46,5418.57,No,Yes,No
7590-C1482,68,Month-to-month,Mailed check,27.78,1853.42,Fiber optic,Yes,No
7590-C1483,68,Two year,Bank transfer,70.92,4916.55,DSL,Yes,No
7590-C1484,26,One year,Electronic check,40.4,1019.48,Fiber optic,No,No
7590-C1485,9,One year,Mailed check,89.05,833.38,DSL,Yes,No
7590-C1486,68,Two year,Bank transfer,112.26,7306.84,Fiber optic,Yes,No
7590-C1487,36,Month-to-month,Mailed check,49.86,1763.8,No,Yes,No
7590-C1488,66,Month-to-month,Bank transfer,93.81,6483.86,Fiber optic,Yes,No
7590-C1489,30,Month-to-month,Credit card,50.94,1499.95,DSL,Yes,No
7590-C1490,27,One year,Bank transfer,96.48,2631.82,Fiber optic,Yes,No
7590-C1491,9,Two year,Electronic check,50.41,452.51,Fiber optic,No,No
7590-C1492,1,Month-to-month,Credit card,96.17,96.48,No,Yes,Yes
7590-C1493,34,Month-to-month,Bank transfer,71.88,2531.14,DSL,Yes,No
7590-C1494,62,One year,Mailed check,95.67,5646.42,DSL,Yes,No
7590-C1495,43,Two year,Credit card,35.06,1433.01,DSL,Yes,No
7590-C1496,35,Month-to-month,Bank transfer,109.25,3677.42,No,No,No
7590-C1497,25,Month-to-month,Credit card,76.71,1855.61,DSL,Yes,No
7590-C1498,45,One year,Mailed check,99.13,4383.28,DSL,Yes,No
7590-C1499,19,Two year,Mailed check,110.25,2163.61,DSL,No,No
7590-C1500,12,Month-to-month,Electronic check,98.48,1147.03,Fiber optic,Yes,Yes
7590-C1501,23,Two year,Credit card,24.08,532.88,DSL,No,No
7590-C1502,44,Month-to-month,Credit card,57.15,2579.68,No,No,No
7590-C1503,66,Month-to-month,Mailed check,59.09,3952.23,DSL,Yes,No
7590-C1504,64,Two year,Mailed check,82.61,5311.13,Fiber optic,No,No
7590-C1505,8,Month-to-month,Electronic check,37.46,285.1,DSL,Yes,Yes
7590-C1506,46,Month-to-month,Bank transfer,62.4,2832.57,DSL,No,Yes
7590-C1507,23,Month-to-month,Bank transfer,87.35,2083.81,Fiber optic,No,Yes
7590-C1508,36,Month-to-month,Electronic check,64.88,2348.41,Fiber optic,Yes,No
7590-C1509,70,Month-to-month,Credit card,66.41,4659.19,DSL,No,Yes
7590-C1510,26,Month-to-month,Mailed check,89.19,2359.16,DSL,Yes,No
7590-C1511,62,One year,Electronic check,39.98,2416.03,Fiber optic,Yes,No
7590-C1512,51,Month-to-month,Bank transfer,103.12,5503.47,Fiber optic,Yes,No
7590-C1513,68,Two year,Mailed check,49.0,3251.74,Fiber optic,No,No
7590-C1514,50,Month-to-month,Mailed check,108.85,5325.5,Fiber optic,No,No
7590-C1515,29,Two year,Electronic check,91.57,2643.33,Fiber optic,Yes,No
7590-C1516,15,Month-to-month,Bank transfer,112.3,1622.68,Fiber optic,Yes,No
7590-C1517,5,One year,Credit card,84.62,425.34,Fiber optic,No,No
7590-C1518,31,One year,Credit card,93.53,2955.85,No,Yes,No
7590-C1519,38,Month-to-month,Electronic check,78.41,2944.1,Fiber optic,No,No
7590-C1520,15,One year,Bank transfer,73.03,1079.25,DSL,No,No
7590-C1521,28,Month-to-month,Credit card,96.21,2733.61,DSL,Yes,Yes
7590-C1522,3,Month-to-month,Mailed check,70.32,219.46,Fiber optic,No,Yes
7590-C1523,70,Month-to-month,Electronic check,27.73,1972.63,No,Yes,Yes
7590-C1524,52,One year,Bank transfer,75.29,3806.62,Fiber optic,No,No
7590-C1525,8,One year,Electronic check,32.43,,No,Yes,No
